student_id,query_index,query_type
11751,3,follow_up
11751,4,validation
11751,5,follow_up
11751,6,validation
11751,7,validation
11751,8,
11751,9,validation
11751,10,follow_up
11751,11,conceptual
11751,12,high_delegation
11751,13,high_delegation
11751,14,task_clarification
11752,1,
11752,2,conceptual
11752,3,follow_up
11752,4,follow_up
11752,5,follow_up
11752,6,follow_up
11753,1,high_delegation
11753,2,high_delegation
11753,3,high_delegation
11753,4,high_delegation
11753,5,high_delegation
11754,1,conceptual
11754,2,follow_up
11754,3,follow_up
11754,4,targeted
11754,5,follow_up
11754,6,high_delegation
11754,7,follow_up
11754,8,follow_up
11754,9,high_delegation
11754,10,
11754,11,follow_up
11754,12,targeted
11755,1,high_delegation
11757,1,
11757,2,targeted
11757,3,follow_up
11757,4,high_delegation
11757,5,targeted
11757,6,follow_up
11757,7,high_delegation
11757,8,targeted
11758,1,high_delegation
11758,2,targeted
11758,3,follow_up
11760,1,high_delegation
11760,2,follow_up
11760,3,
11760,4,high_delegation
11760,5,high_delegation
11760,6,high_delegation
11760,7,targeted
11760,8,high_delegation
11760,9,high_delegation
11760,10,high_delegation
11760,11,conceptual
11760,12,high_delegation
11760,13,high_delegation
11767,1,
11767,2,conceptual
11767,3,high_delegation
11767,4,follow_up
11767,5,high_delegation
11767,6,follow_up
11770,1,high_delegation
11770,2,follow_up
11772,1,high_delegation
11772,2,high_delegation
11772,3,high_delegation
11778,1,task_clarification
11778,2,task_clarification
11792,1,task_clarification
11792,2,follow_up
11792,3,targeted
11792,4,high_delegation
11792,5,follow_up
11792,6,conceptual
11792,7,follow_up
11794,1,conceptual
11794,2,conceptual
11794,3,conceptual
11794,4,follow_up
11794,5,conceptual
11794,6,targeted
11798,1,task_clarification
11798,2,task_clarification
11798,3,task_clarification
11798,4,validation
11798,5,validation
11798,6,follow_up
11798,7,conceptual
11798,8,targeted
11798,9,follow_up
11798,10,follow_up
11819,1,conceptual
11750,1,conceptual
11750,2,high_delegation
11750,3,high_delegation
11750,4,high_delegation
11750,5,high_delegation
11750,6,conceptual
11750,7,high_delegation
11750,8,
11750,9,
11750,10,high_delegation
11750,11,high_delegation
11750,12,high_delegation
11750,13,conceptual
11750,14,
11750,15,
11762,1,conceptual
11762,2,follow_up
11762,3,follow_up
11762,4,high_delegation
11762,5,follow_up
11762,6,conceptual
11762,7,follow_up
11762,8,follow_up
11762,9,high_delegation
11762,10,high_delegation
11779,1,conceptual
11779,2,targeted
11781,1,high_delegation
11781,2,high_delegation
11781,3,follow_up
11781,4,conceptual
11781,5,validation
11781,6,follow_up
11781,7,follow_up
11781,8,follow_up
11781,9,high_delegation
11781,10,follow_up
11781,11,high_delegation
11791,1,conceptual
11791,2,conceptual
11791,3,task_clarification
11795,1,conceptual
11795,2,conceptual
11795,3,conceptual
11790,1,conceptual
11790,2,conceptual
11790,3,follow_up
11790,4,conceptual
11746,1,conceptual
11746,2,targeted
11749,1,task_clarification
11749,2,conceptual
11749,3,high_delegation
11749,4,high_delegation
11749,5,validation
11749,6,follow_up
11749,7,validation
11749,8,follow_up
11749,9,conceptual
11749,10,high_delegation
11756,1,
11756,2,follow_up
11756,3,follow_up
11756,4,task_clarification
11773,1,task_clarification
11773,2,
11773,3,task_clarification
11780,1,high_delegation
11780,2,high_delegation
11780,3,high_delegation
11799,1,high_delegation
11799,2,follow_up
11799,3,targeted
11802,1,task_clarification
11802,2,task_clarification
11688,1,validation
11688,2,
11689,1,
11689,2,conceptual
11689,3,follow_up
11690,1,conceptual
11690,2,high_delegation
11691,1,conceptual
11691,2,follow_up
11691,3,high_delegation
11691,4,
11692,1,
11692,2,task_clarification
11692,3,high_delegation
11692,4,follow_up
11692,5,high_delegation
11692,6,follow_up
11692,7,high_delegation
11692,8,
11693,1,high_delegation
11693,2,follow_up
11693,3,high_delegation
11693,4,high_delegation
11696,1,conceptual
11696,2,high_delegation
11709,1,task_clarification
11709,2,task_clarification
11710,1,targeted
11711,1,high_delegation
11711,2,high_delegation
11711,3,follow_up
11717,1,
11717,2,
11717,3,follow_up
11717,4,conceptual
11717,5,
11717,6,
11717,7,follow_up
11717,8,conceptual
11717,9,targeted
11717,10,high_delegation
11728,1,task_clarification
11728,2,high_delegation
11728,3,high_delegation
11728,4,high_delegation
11728,5,follow_up
11728,6,follow_up
11728,7,follow_up
11728,8,follow_up
11728,9,targeted
11729,1,conceptual
11731,1,targeted
11731,2,task_clarification
11731,3,targeted
11731,4,high_delegation
11734,1,task_clarification
11734,2,
11734,3,follow_up
11734,4,follow_up
11734,5,follow_up
11734,6,follow_up
11734,7,high_delegation
11734,8,high_delegation
11734,9,high_delegation
11735,1,
11735,2,high_delegation
11735,3,follow_up
11735,4,task_clarification
11735,5,
11735,6,high_delegation
11736,1,conceptual
11736,2,follow_up
11736,3,targeted
11736,4,high_delegation
11736,5,high_delegation
11736,6,high_delegation
11736,7,high_delegation
11736,8,follow_up
11736,9,high_delegation
11736,10,follow_up
11736,11,high_delegation
11737,1,task_clarification
11737,2,task_clarification
11737,3,task_clarification
11737,4,task_clarification
11737,5,targeted
11787,1,high_delegation
11787,2,targeted
11787,3,targeted
11787,4,targeted
11787,5,follow_up
11787,6,follow_up
11787,7,high_delegation
11787,8,follow_up
11787,9,follow_up
11787,10,targeted
11805,1,targeted
11805,2,targeted
11805,3,follow_up
11805,4,
11805,5,
11805,6,follow_up
11805,7,
11806,1,task_clarification
11806,2,task_clarification
11808,1,task_clarification
11808,2,high_delegation
11810,1,task_clarification
11810,2,follow_up
11810,3,targeted
11810,4,high_delegation
11810,5,follow_up
11810,6,high_delegation
11810,7,targeted
11810,8,high_delegation
11810,9,high_delegation
11810,10,high_delegation
11812,1,Unknown
11812,2,Unknown
11812,3,follow_up
11812,4,validation
11812,5,task_clarification
11812,6,Unknown
11812,7,high_delegation
11812,8,task_clarification
11812,9,Unknown
11812,10,task_clarification
11815,1,conceptual
11815,2,follow_up
11815,3,high_delegation
11815,4,targeted
11815,5,
11815,6,high_delegation
11815,7,follow_up
11815,8,high_delegation
11815,9,
11818,1,conceptual
11818,2,high_delegation
11818,3,follow_up
11818,4,follow_up
11818,5,follow_up
11818,6,follow_up
11818,7,follow_up
11818,8,high_delegation
