student_id,query_index,query_type
11485,1,
11485,2,follow_up
11485,3,
11485,4,
11487,1,targeted
11487,2,targeted
11487,3,task_clarification
11487,4,follow_up
11489,1,
11489,2,follow_up
11489,3,task_clarification
11489,4,targeted
11491,1,conceptual
11491,2,
11491,3,follow_up
11491,4,
11493,1,high_delegation
11493,2,conceptual
11494,1,
11494,2,task_clarification
11494,3,validation
11498,1,conceptual
11498,2,follow_up
11498,3,follow_up
11498,4,conceptual
11499,1,conceptual
11500,1,task_clarification
11500,2,task_clarification
11500,3,high_delegation
11500,4,high_delegation
11501,1,conceptual
11501,2,Unknown
11501,3,task_clarification
11502,1,
11502,2,follow_up
11616,1,task_clarification
11617,1,
11617,2,high_delegation
11617,3,follow_up
11617,4,high_delegation
11617,5,targeted
11617,6,follow_up
11619,1,high_delegation
11619,2,high_delegation
11619,3,follow_up
11619,4,high_delegation
11619,5,follow_up
11619,6,follow_up
11619,7,follow_up
11619,8,high_delegation
11619,9,high_delegation
11619,10,follow_up
11619,11,follow_up
11619,12,follow_up
11619,13,follow_up
11630,1,conceptual
11630,2,conceptual
11631,1,conceptual
11631,2,conceptual
11631,3,high_delegation
11631,4,conceptual
11631,5,high_delegation
11631,6,follow_up
11631,7,high_delegation
11631,8,
11632,1,conceptual
11632,2,task_clarification
11632,3,
11632,4,targeted
11632,5,targeted
11635,1,validation
11635,2,validation
11635,3,
11635,4,targeted
11635,5,
11657,1,high_delegation
11664,1,conceptual
11664,2,follow_up
11664,3,follow_up
11664,4,task_clarification
11664,5,high_delegation
11664,6,Unknown
11664,7,follow_up
11664,8,high_delegation
11664,9,high_delegation
11664,10,high_delegation
11664,11,follow_up
11664,12,Unknown
11664,13,Unknown
11671,1,task_clarification
11671,2,conceptual
11671,3,high_delegation
11671,4,follow_up
11671,5,follow_up
11671,6,targeted
11671,7,follow_up
11671,8,follow_up
11642,1,task_clarification
11642,2,follow_up
11658,1,task_clarification
11613,1,high_delegation
11613,2,task_clarification
11613,3,high_delegation
11613,4,targeted
11613,5,targeted
11612,1,conceptual
11612,2,high_delegation
11622,1,conceptual
11622,2,follow_up
11622,3,follow_up
11622,4,follow_up
11622,5,follow_up
11622,6,follow_up
11624,1,conceptual
11624,2,follow_up
11624,3,follow_up
11624,4,
11624,5,high_delegation
11624,6,follow_up
11626,1,
11626,2,follow_up
11626,3,follow_up
11627,1,task_clarification
11627,2,high_delegation
11627,3,task_clarification
11627,4,
11627,5,high_delegation
11636,1,conceptual
11636,2,follow_up
11636,3,
11636,4,
11636,5,follow_up
11636,6,
11636,7,follow_up
11645,1,high_delegation
11647,1,task_clarification
11496,1,high_delegation
11496,2,follow_up
11496,3,high_delegation
11496,4,high_delegation
11496,5,high_delegation
11653,1,task_clarification
11665,1,high_delegation
11665,2,task_clarification
11666,1,task_clarification
11666,2,high_delegation
11666,3,validation
11666,4,high_delegation
11668,1,high_delegation
11668,2,task_clarification
11668,3,follow_up
11668,4,high_delegation
11663,1,
11663,2,
11663,3,follow_up
11663,4,follow_up
