student_id,query_index,total_queries,is_first_query,time_since_session_start_s,time_since_last_query_s,pre_duration_s,pre_code_edits,pre_code_edit_rate,pre_chars_inserted,pre_chars_deleted,pre_code_deletes,pre_net_code_growth,pre_delete_type_ratio,pre_terminal_runs,pre_terminal_errors,pre_max_consecutive_errors,pre_mean_time_between_runs_s,pre_error_self_fix,pre_error_ai_fix,pre_error_reading_time_s,pre_error_to_edit_s,pre_failed_test_count,pre_failed_test_self_fix,pre_failed_test_ai_fix,pre_failed_test_to_edit_s,pre_longest_idle_s,thinking_time_s,pre_tab_switches,pre_tab_hidden_time_s,pre_response_reading_time_s,pre_chat_to_code_latency_s,pre_time_in_editor_s,pre_time_in_terminal_s,pre_time_in_chat_s,pre_time_in_task_s,pre_time_in_tests_s,implementing_time_s,debugging_time_s,testing_time_s,seeking_help_time_s,thinking_task_s,thinking_llm_s,thinking_error_s,thinking_code_s,query_length_chars,ai_response_length_chars,test_passed_at_query,test_total_at_query,post_response_implementing_s,post_response_debugging_s,post_response_thinking_s,post_response_seeking_help_s,post_response_testing_s,post_thinking_task_s,post_thinking_llm_s,post_thinking_error_s,post_thinking_code_s,post_code_edits,post_code_edit_rate,post_terminal_runs,post_terminal_errors,post_error_self_fix,task_completed,final_test_passed,final_test_total,session_duration_s,label_query_no_effort
12205,1,1,1,204.74,0.0,204.74,237,1.1576,195,42,42,153,0.1772,2,2,1,13.99,1,0,10.52,10.52,0,0,0,0.0,16.56,80.03,0,0.0,0.0,0.0,115.38,3.46,4.19,31.17,0.0,115.38,3.46,0.0,4.19,31.17,0.0,25.88,24.66,25,179,0,0,0.0,23.25,90.61,0.0,0.0,0,50.87,39.74,0.0,43,0.3777,5,5,4,0,0,0,319.84,
12206,1,1,1,110.33,0.0,110.33,52,0.4713,47,5,5,42,0.0962,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,21.46,74.13,0,0.0,0.0,0.0,22.49,0.0,7.73,59.38,0.0,22.49,0.0,0.0,7.73,59.38,0.0,0.0,20.72,31,138,0,0,67.27,0.0,169.03,0.0,0.0,0,82.37,0.0,86.66,133,0.5628,1,1,0,0,0,0,348.13,
12211,1,1,1,283.97,0.0,283.97,160,0.5634,142,13,13,129,0.0813,7,7,1,21.62,6,0,10.16,12.45,0,0,0,0.0,18.12,166.06,0,0.0,0.0,0.0,82.11,41.07,4.85,37.74,5.71,82.11,35.36,5.71,4.85,37.74,0.0,68.39,49.81,20,148,0,0,0.0,0.0,264.81,4.66,0.0,0,264.81,0.0,0.0,0,0.0,0,0,0,0,0,0,554.53,
12212,1,1,1,260.83,0.0,260.83,235,0.901,196,37,37,159,0.1574,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,27.63,151.22,0,0.0,0.0,0.0,102.67,0.0,13.98,42.2,0.0,102.67,0.0,0.0,13.98,42.2,0.0,0.0,101.99,19,107,0,0,0.0,2.48,2207.96,0.0,0.0,0,32.04,2175.93,0.0,2,0.0009,1,1,0,0,0,0,2472.33,
12213,1,1,1,264.21,0.0,264.21,189,0.7153,148,37,37,111,0.1958,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,18.88,143.21,0,0.0,0.0,0.0,122.99,0.0,11.88,45.47,0.0,122.99,0.0,0.0,11.88,45.47,0.0,0.0,83.87,49,269,0,0,0.0,0.0,58.41,18.44,0.0,0,58.41,0.0,0.0,0,0.0,0,0,0,0,0,0,342.47,
12215,1,3,1,214.12,0.0,214.12,202,0.9434,184,14,14,170,0.0693,2,2,1,16.48,1,0,7.09,7.09,0,0,0,0.0,20.36,99.96,0,0.0,0.0,0.0,112.4,9.32,7.23,50.76,0.0,112.4,9.32,0.0,7.23,50.76,0.0,21.23,13.16,41,208,0,0,0.0,23.86,16.08,6.84,0.0,0,16.08,0.0,0.0,64,1.368,1,1,0,0,0,0,334.96,0.0
12215,2,3,0,262.24,48.12,46.79,64,1.368,41,22,22,19,0.3438,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,15.36,15.36,0,0.0,16.08,16.08,0.0,23.86,6.84,0.0,0.0,0.0,23.86,0.0,6.84,0.0,16.08,0.0,0.0,36,314,0,0,0.0,6.21,17.31,3.4,0.0,0,6.46,10.85,0.0,1,0.0371,1,1,0,0,0,0,334.96,0.0
12215,3,3,0,291.44,29.2,26.92,1,0.0371,1,0,0,1,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,10.06,21.94,0,0.0,6.46,6.46,0.0,6.21,3.4,0.0,0.0,0.0,6.21,0.0,3.4,0.0,6.46,10.85,0.0,21,759,0,0,0.0,0.0,40.75,0.0,0.0,0,40.75,0.0,0.0,0,0.0,0,0,0,0,0,0,334.96,
12219,1,1,1,291.9,0.0,291.9,105,0.3597,97,6,6,91,0.0571,5,5,1,7.61,4,0,4.47,5.35,0,0,0,0.0,133.9,215.35,2,133.9,0.0,0.0,48.82,12.51,5.56,55.51,0.0,48.82,12.51,0.0,5.56,55.51,0.0,158.22,11.28,22,156,0,0,0.0,0.0,22.54,0.0,0.0,0,22.54,0.0,0.0,0,0.0,0,0,0,0,0,0,315.62,
12220,1,2,1,105.56,0.0,105.56,39,0.3695,39,0,0,39,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,25.01,60.73,0,0.0,0.0,0.0,19.15,0.0,17.13,51.43,0.0,19.15,0.0,0.0,17.13,51.43,0.0,0.0,17.85,63,570,0,0,17.16,0.0,58.26,5.39,0.0,0,21.4,0.0,36.86,32,0.396,0,0,0,0,0,0,1124.3,0.0
12220,2,2,0,188.25,82.69,80.81,32,0.396,30,1,1,29,0.0312,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,31.75,57.66,0,0.0,12.29,12.29,17.16,0.0,5.39,0.0,0.0,17.16,0.0,0.0,5.39,0.0,21.4,0.0,36.86,16,1152,0,0,15.67,23.46,892.02,0.0,0.0,0,14.8,830.21,47.01,82,0.0881,1,1,1,0,0,0,1124.3,
12221,1,2,1,286.74,0.0,286.74,344,1.1997,276,66,66,210,0.1919,6,1,1,28.76,1,0,25.84,25.84,5,3,0,3.87,24.6,140.56,0,0.0,0.0,0.0,75.15,110.81,2.89,44.34,8.37,75.15,102.44,8.37,2.89,44.34,0.0,9.88,43.67,20,75,0,3,0.0,0.0,8.71,1.52,0.0,0,8.71,0.0,0.0,0,0.0,0,0,0,0,0,3,443.32,1.0
12221,2,2,0,298.03,11.29,10.23,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.16,7.69,0,0.0,10.23,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,1.52,0.0,8.71,0.0,0.0,11,185,0,3,0.0,0.0,9.92,134.23,0.0,0,9.92,0.0,0.0,0,0.0,0,0,0,0,0,3,443.32,
12225,1,3,1,174.96,0.0,174.96,240,1.3717,206,28,28,178,0.1167,3,3,1,32.99,2,0,5.31,5.31,0,0,0,0.0,6.94,59.44,0,0.0,0.0,0.0,58.84,55.32,3.61,38.53,0.0,58.84,55.32,0.0,3.61,38.53,0.0,13.05,5.62,21,140,0,0,0.0,14.72,79.67,1.12,3.59,0,14.88,64.79,0.0,13,0.1312,4,4,1,0,0,0,324.56,0.0
12225,2,3,0,276.82,101.86,99.1,13,0.1312,10,2,2,8,0.1538,4,4,1,21.19,1,0,16.96,47.33,0,0,0,0.0,16.72,71.3,12,27.01,14.88,14.88,0.0,18.310000000000002,1.12,0.0,3.59,0.0,14.72,3.59,1.12,0.0,14.88,64.79,0.0,7,178,0,0,0.0,1.46,19.94,2.54,0.0,0,14.49,5.45,0.0,1,0.0418,1,1,0,0,0,0,324.56,0.0
12225,3,3,0,301.84,25.02,23.94,1,0.0418,1,0,0,1,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,5.71,12.49,4,3.14,14.49,14.49,0.0,1.46,2.54,0.0,0.0,0.0,1.46,0.0,2.54,0.0,14.49,5.45,0.0,6,221,0,0,0.0,0.0,21.2,0.0,0.0,0,21.2,0.0,0.0,0,0.0,0,0,0,0,0,0,324.56,
12228,1,3,1,163.41,0.0,163.41,164,1.0036,146,18,18,128,0.1098,3,3,1,9.89,2,0,8.41,13.65,0,0,0,0.0,20.19,83.81,0,0.0,0.0,0.0,63.54,12.17,7.8,69.43,9.23,63.54,2.94,9.23,7.8,69.43,0.0,10.47,0.0,35,160,0,0,0.0,0.0,6.89,0.34,0.0,0,6.89,0.0,0.0,0,0.0,0,0,0,0,0,0,407.83,1.0
12228,2,3,0,172.15,8.74,7.23,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.47,6.47,0,0.0,7.23,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.0,6.89,0.0,0.0,1,178,0,0,0.0,0.0,8.62,0.7,0.0,0,8.62,0.0,0.0,0,0.0,0,0,0,0,0,0,407.83,1.0
12228,3,3,0,182.9,10.75,9.32,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.63,7.63,0,0.0,9.32,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,8.62,0.0,0.0,8,176,0,0,0.0,128.39,95.41,0.0,0.0,0,35.37,60.04,0.0,73,0.3262,1,1,1,0,0,0,407.83,
12229,1,4,1,96.85,0.0,96.85,85,0.8776,65,20,20,45,0.2353,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.74,50.68,0,0.0,0.0,0.0,24.94,0.0,13.42,28.71,0.0,24.94,0.0,0.0,13.42,28.71,0.0,0.0,29.77,48,307,0,0,28.67,5.3,73.77,3.77,0.0,0,23.56,12.27,37.94,116,1.0403,2,2,1,0,0,0,324.67,0.0
12229,2,4,0,212.76,115.91,111.51,116,1.0403,86,30,30,56,0.2586,2,2,1,14.73,1,0,9.41,9.41,0,0,0,0.0,19.85,63.2,0,0.0,23.56,23.56,28.67,5.3,3.77,0.0,0.0,28.67,5.3,0.0,3.77,0.0,23.56,12.27,37.94,26,167,0,0,0.0,2.47,14.63,3.29,0.0,0,7.17,7.46,0.0,2,0.0981,1,1,0,0,0,0,324.67,0.0
12229,3,4,0,234.46,21.7,20.39,2,0.0981,1,1,1,0,0.5,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,6.84,13.57,0,0.0,7.17,7.17,0.0,2.47,3.29,0.0,0.0,0.0,2.47,0.0,3.29,0.0,7.17,7.46,0.0,23,144,0,0,0.0,1.19,37.63,7.49,1.81,0,37.63,0.0,0.0,3,0.0623,1,1,0,0,0,0,324.67,0.0
12229,4,4,0,283.93,49.47,48.12,3,0.0623,0,1,1,-1,0.3333,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,29.33,36.49,0,0.0,7.16,7.16,0.0,3.0,7.49,0.0,1.81,0.0,1.19,1.81,7.49,0.0,37.63,0.0,0.0,31,274,0,0,0.0,0.0,36.18,3.22,0.0,0,36.18,0.0,0.0,0,0.0,0,0,0,0,0,0,324.67,
12230,1,1,1,295.67,0.0,295.67,302,1.0214,242,56,56,186,0.1854,8,8,1,20.02,6,0,10.0,11.29,0,0,0,0.0,35.51,141.35,0,0.0,0.0,0.0,70.52,65.97,17.74,33.44,4.94,70.52,61.03,4.94,17.74,33.44,0.0,95.42,12.58,38,271,0,0,0.0,0.0,31.07,0.0,0.0,0,31.07,0.0,0.0,0,0.0,0,0,0,0,0,0,329.92,
12233,1,3,1,167.51,0.0,167.51,118,0.7044,107,11,11,96,0.0932,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,23.21,105.15,6,22.45,0.0,0.0,55.33,0.0,3.24,61.03,0.0,55.33,0.0,0.0,3.24,61.03,0.0,0.0,47.92,20,189,0,0,0.0,7.4,16.97,2.38,0.0,0,16.97,0.0,0.0,6,0.2243,1,1,0,1,3,3,340.44,0.0
12233,2,3,0,195.78,28.27,26.75,6,0.2243,6,0,0,6,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,15.9,15.9,0,0.0,16.97,16.97,0.0,7.4,2.38,0.0,0.0,0.0,7.4,0.0,2.38,0.0,16.97,0.0,0.0,19,178,0,0,0.0,25.12,32.75,4.1,2.17,0,18.26,14.49,0.0,73,1.1381,3,3,2,1,3,3,340.44,0.0
12233,3,3,0,261.24,65.46,64.14,73,1.1381,57,16,16,41,0.2192,3,3,1,14.99,2,0,7.23,7.23,0,0,0,0.0,10.42,24.84,6,11.48,18.26,18.26,0.0,27.29,4.1,0.0,2.17,0.0,25.12,2.17,4.1,0.0,18.26,14.49,0.0,20,141,0,0,0.0,1.4,76.62,0.0,0.0,0,8.55,68.07,0.0,1,0.0128,1,0,0,1,3,3,340.44,
12235,1,2,1,176.46,0.0,176.46,23,0.1303,23,0,0,23,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,24.15,114.88,2,24.15,0.0,0.0,11.16,0.0,62.95,51.21,0.0,11.16,0.0,0.0,62.95,51.21,0.0,0.0,51.14,74,172,0,0,0.0,0.0,15.47,13.02,0.0,0,15.47,0.0,0.0,0,0.0,0,0,0,0,0,0,372.02,1.0
12235,2,2,0,205.99,29.54,28.49,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,14.71,18.82,0,0.0,28.49,0.0,0.0,0.0,13.02,0.0,0.0,0.0,0.0,0.0,13.02,0.0,15.47,0.0,0.0,23,215,0,0,18.98,0.0,145.13,0.0,0.0,0,13.59,0.0,131.53,44,0.2681,0,0,0,0,0,0,372.02,
12240,1,3,1,131.6,0.0,131.6,131,0.9955,124,6,6,118,0.0458,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,19.24,70.57,0,0.0,0.0,0.0,54.19,0.0,1.87,52.27,0.0,54.19,0.0,0.0,1.87,52.27,0.0,0.0,23.27,12,171,0,0,0.0,10.85,53.99,1.29,0.0,0,24.11,29.88,0.0,25,0.3781,2,2,1,1,3,3,237.91,0.0
12240,2,3,0,198.69,67.09,66.13,25,0.3781,18,4,4,14,0.16,2,2,1,11.63,1,0,9.09,9.09,0,0,0,0.0,20.16,45.54,6,17.12,24.11,24.11,0.0,10.85,1.29,0.0,0.0,0.0,10.85,0.0,1.29,0.0,24.11,29.88,0.0,12,199,0,0,12.37,0.0,8.64,0.78,0.0,0,8.64,0.0,0.0,15,0.6884,1,0,0,1,3,3,237.91,0.0
12240,3,3,0,222.2,23.51,21.79,15,0.6884,14,0,0,14,0.0,1,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.01,10.99,0,0.0,8.64,8.64,12.37,0.0,0.78,0.0,0.0,12.37,0.0,0.0,0.78,0.0,8.64,0.0,0.0,7,211,3,3,0.0,0.0,14.52,0.0,0.0,0,14.52,0.0,0.0,0,0.0,0,0,0,1,3,3,237.91,
12243,1,3,1,115.22,0.0,115.22,86,0.7464,80,6,6,74,0.0698,2,2,1,6.19,1,0,4.36,4.36,0,0,0,0.0,22.2,63.7,0,0.0,0.0,0.0,36.22,1.81,2.45,36.3,0.0,36.22,1.81,0.0,2.45,36.3,0.0,34.05,4.38,21,247,0,0,0.0,0.0,9.67,3.06,0.0,0,9.67,0.0,0.0,0,0.0,0,0,0,0,0,0,192.21,1.0
12243,2,3,0,130.23,15.01,12.73,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.38,9.38,0,0.0,12.73,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,3.06,0.0,9.67,0.0,0.0,17,325,0,0,0.0,9.94,13.82,5.7,5.28,0,13.82,0.0,0.0,31,0.8923,2,2,0,0,0,0,192.21,0.0
12243,3,3,0,166.37,36.14,34.74,31,0.8923,31,0,0,31,0.0,2,2,1,2.52,0,0,2.51,0.0,0,0,0,0.0,11.85,11.85,0,0.0,13.82,13.82,0.0,15.219999999999999,5.7,0.0,5.28,0.0,9.94,5.28,5.7,0.0,13.82,0.0,0.0,19,472,0,0,0.0,7.33,14.65,0.0,0.0,0,14.65,0.0,0.0,1,0.0455,0,0,0,0,0,0,192.21,
12245,1,2,1,101.02,0.0,101.02,64,0.6335,56,7,7,49,0.1094,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,17.91,40.12,0,0.0,0.0,0.0,38.89,0.0,13.72,29.35,0.0,38.89,0.0,0.0,13.72,29.35,0.0,0.0,19.07,53,217,0,0,0.0,0.0,13.38,9.65,0.0,0,13.38,0.0,0.0,0,0.0,0,0,0,0,0,0,160.27,1.0
12245,2,2,0,126.99,25.97,23.03,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,12.97,12.97,0,0.0,23.03,0.0,0.0,0.0,9.65,0.0,0.0,0.0,0.0,0.0,9.65,0.0,13.38,0.0,0.0,40,296,0,0,14.24,0.0,16.17,0.0,0.0,0,5.57,0.0,10.61,46,1.5124,0,0,0,0,0,0,160.27,
