student_id,query_index,total_queries,is_first_query,time_since_session_start_s,time_since_last_query_s,pre_duration_s,pre_code_edits,pre_code_edit_rate,pre_chars_inserted,pre_chars_deleted,pre_code_deletes,pre_net_code_growth,pre_delete_type_ratio,pre_terminal_runs,pre_terminal_errors,pre_max_consecutive_errors,pre_mean_time_between_runs_s,pre_error_self_fix,pre_error_ai_fix,pre_error_reading_time_s,pre_error_to_edit_s,pre_failed_test_count,pre_failed_test_self_fix,pre_failed_test_ai_fix,pre_failed_test_to_edit_s,pre_longest_idle_s,thinking_time_s,pre_tab_switches,pre_tab_hidden_time_s,pre_response_reading_time_s,pre_chat_to_code_latency_s,pre_time_in_editor_s,pre_time_in_terminal_s,pre_time_in_chat_s,pre_time_in_task_s,pre_time_in_tests_s,implementing_time_s,debugging_time_s,testing_time_s,seeking_help_time_s,thinking_task_s,thinking_llm_s,thinking_error_s,thinking_code_s,query_length_chars,ai_response_length_chars,test_passed_at_query,test_total_at_query,post_response_implementing_s,post_response_debugging_s,post_response_thinking_s,post_response_seeking_help_s,post_response_testing_s,post_thinking_task_s,post_thinking_llm_s,post_thinking_error_s,post_thinking_code_s,post_code_edits,post_code_edit_rate,post_terminal_runs,post_terminal_errors,post_error_self_fix,task_completed,final_test_passed,final_test_total,session_duration_s,label_query_no_effort
12257,2,3,0,236.47,24.99,22.94,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,6.74,16.27,0,0.0,22.94,0.0,0.0,0.0,8.47,0.0,0.0,0.0,0.0,0.0,8.47,0.0,14.47,0.0,0.0,45,373,0,0,0.0,17.62,16.94,1.73,8.45,0,16.94,0.0,0.0,23,0.514,5,5,4,0,0,0,498.78,0.0
12257,3,3,0,282.78,46.31,44.74,23,0.514,15,8,8,7,0.3478,5,5,1,4.52,4,0,2.1,2.63,0,0,0,0,16.78,20.14,0,0.0,16.94,16.94,0.0,26.07,1.73,0.0,8.45,0.0,17.62,8.45,1.73,0.0,16.94,0.0,0.0,9,630,0,0,0.0,0.0,213.43,0.0,0.0,0,213.43,0.0,0.0,0,0.0,1,1,0,0,0,0,498.78,
12261,1,2,1,258.11,0.0,258.11,149,0.5773,135,12,12,123,0.0805,4,4,1,38.54,3,0,25.52,25.52,0,0,0,0,27.93,171.88,3,27.93,0.0,0.0,42.14,33.07,2.65,55.81,0.0,42.14,33.07,0.0,2.65,55.81,0.0,86.11,38.33,14,197,0,0,0.0,14.24,9.49,6.22,0.0,0,9.49,0.0,0.0,18,0.601,1,1,0,0,0,0,344.76,0.0
12261,2,2,0,289.13,31.02,29.95,18,0.601,17,1,1,16,0.0556,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,8.68,8.68,0,0.0,9.49,9.49,0.0,14.24,6.22,0.0,0.0,0.0,14.24,0.0,6.22,0.0,9.49,0.0,0.0,19,196,0,0,0.0,0.0,54.42,0.0,0.0,0,54.42,0.0,0.0,0,0.0,0,0,0,0,0,0,344.76,
12263,1,1,1,260.33,0.0,260.33,162,0.6223,160,2,2,158,0.0123,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,24.15,170.72,0,0.0,0.0,0.0,96.92,0.0,7.93,61.13,0.0,96.92,0.0,0.0,7.93,61.13,0.0,0.0,94.35,33,277,0,0,0.0,0.0,91.82,0.0,0.0,0,91.82,0.0,0.0,0,0.0,0,0,0,0,0,0,354.5,
12266,1,3,1,212.85,0.0,212.85,180,0.8457,159,20,20,139,0.1111,5,5,1,6.15,2,0,5.25,10.06,0,0,0,0,20.93,91.79,8,20.12,0.0,0.0,83.79,3.51,8.28,28.74,0.0,83.79,3.51,0.0,8.28,28.74,0.0,28.88,59.65,38,155,0,0,0.0,0.0,16.14,1.89,0.0,0,16.14,0.0,0.0,0,0.0,0,0,0,0,0,0,294.2,1.0
12266,2,3,0,232.25,19.4,18.03,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,8.72,12.54,0,0.0,18.03,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,1.89,0.0,16.14,0.0,0.0,15,233,0,0,0.0,17.27,27.23,0.54,0.0,0,9.12,18.11,0.0,11,0.2442,2,2,1,0,0,0,294.2,0.0
12266,3,3,0,278.75,46.5,45.04,11,0.2442,3,3,3,0,0.2727,2,2,1,12.08,1,0,3.92,3.92,0,0,0,0,9.02,25.97,0,0.0,9.12,9.12,0.0,17.27,0.54,0.0,0.0,0.0,17.27,0.0,0.54,0.0,9.12,18.11,0.0,3,208,0,0,0.0,0.0,14.01,0.0,0.0,0,14.01,0.0,0.0,0,0.0,0,0,0,0,0,0,294.2,
12268,1,1,1,168.9,0.0,168.9,163,0.9651,151,11,11,140,0.0675,3,3,1,3.96,0,0,3.95,0.0,0,0,0,0,8.43,65.76,0,0.0,0.0,0.0,101.97,9.92,3.39,32.61,9.92,101.97,0.0,9.92,3.39,32.61,0.0,0.0,21.01,17,100,0,0,0.01,1.61,293.19,0.0,0.0,0,28.46,183.87,80.85,6,0.0204,1,0,0,1,3,3,465.27,
12269,1,3,1,172.81,0.0,172.81,220,1.2731,184,32,32,152,0.1455,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,8.65,68.72,0,0.0,0.0,0.0,99.6,0.0,6.77,28.93,0.0,99.6,0.0,0.0,6.77,28.93,0.0,0.0,37.51,37,214,0,0,0.0,0.0,26.04,2.15,0.0,0,26.04,0.0,0.0,0,0.0,0,0,0,0,0,0,528.73,1.0
12269,2,3,0,202.98,30.16,28.2,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,15.33,23.12,0,0.0,28.2,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,2.15,0.0,26.04,0.0,0.0,11,218,0,0,0.0,31.21,20.76,12.1,2.24,0,9.76,11.0,0.0,22,0.3318,3,3,2,0,0,0,528.73,0.0
12269,3,3,0,271.29,68.32,66.31,22,0.3318,14,8,8,6,0.3636,3,3,1,10.26,2,0,5.48,5.48,0,0,0,0,15.21,33.19,0,0.0,9.76,9.76,0.0,33.45,12.1,0.0,2.24,0.0,31.21,2.24,12.1,0.0,9.76,11.0,0.0,18,292,0,0,0.0,6.57,247.62,1.05,0.0,0,226.17,21.45,0.0,3,0.0118,2,2,1,0,0,0,528.73,
12270,1,4,1,221.44,0.0,221.44,290,1.3096,252,37,37,215,0.1276,6,6,1,18.63,5,0,13.24,14.91,0,0,0,0,32.47,107.28,10,45.34,0.0,0.0,67.84,34.07,5.2,33.94,5.97,67.84,28.1,5.97,5.2,33.94,0.0,80.38,0.0,26,228,0,0,0.0,1.4,11.29,3.36,1.55,0,11.29,0.0,0.0,2,0.1137,1,1,0,0,0,0,339.52,0.0
12270,2,4,0,240.35,18.92,17.59,2,0.1137,0,0,0,0,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,11.21,11.21,0,0.0,11.29,11.29,0.0,2.95,3.36,0.0,1.55,0.0,1.4,1.55,3.36,0.0,11.29,0.0,0.0,14,258,0,0,0.0,3.84,4.05,4.21,0.0,0,4.05,0.0,0.0,4,0.3304,1,1,0,0,0,0,339.52,0.0
12270,3,4,0,253.63,13.28,12.11,4,0.3304,0,0,0,0,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,3.92,3.92,0,0.0,4.06,4.06,0.0,3.84,4.21,0.0,0.0,0.0,3.84,0.0,4.21,0.0,4.05,0.0,0.0,14,243,0,0,0.0,5.35,24.82,1.57,0.0,0,5.13,19.7,0.0,21,0.6616,1,1,0,0,0,0,339.52,0.0
12270,4,4,0,286.68,33.05,31.74,21,0.6616,18,3,3,15,0.1429,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,8.0,24.38,2,8.0,5.13,5.13,0.0,5.35,1.57,0.0,0.0,0.0,5.35,0.0,1.57,0.0,5.13,19.7,0.0,14,287,0,0,0.0,1.34,50.06,0.0,0.0,0,18.07,31.99,0.0,8,0.1556,0,0,0,0,0,0,339.52,
12271,1,2,1,228.22,0.0,228.22,281,1.2313,215,66,66,149,0.2349,2,2,1,9.07,2,0,7.66,7.66,0,0,0,0,21.61,98.63,0,0.0,0.0,0.0,125.61,7.11,3.03,69.54,0.0,125.61,7.11,0.0,3.03,69.54,0.0,8.83,14.1,20,152,0,0,0.0,15.32,29.51,4.38,0.0,0,7.34,22.16,0.0,14,0.2845,1,0,0,1,3,3,379.17,0.0
12271,2,2,0,278.48,50.26,49.22,14,0.2845,1,5,5,-4,0.3571,1,0,0,0.0,0,0,0.0,0.0,0,0,0,0,14.5,25.17,0,0.0,7.34,7.34,0.0,15.32,4.38,0.0,0.0,0.0,15.32,0.0,4.38,0.0,7.34,22.16,0.0,33,164,3,3,0.0,0.0,99.67,0.0,0.0,0,99.67,0.0,0.0,0,0.0,1,0,0,1,3,3,379.17,
12272,1,1,1,243.54,0.0,243.54,269,1.1045,221,40,40,181,0.1487,9,9,1,13.2,8,0,9.46,10.03,0,0,0,0,21.7,106.4,0,0.0,0.0,0.0,93.04,31.43,6.94,34.61,8.81,93.04,22.62,8.81,6.94,34.61,0.0,38.45,39.08,46,113,0,0,0.0,0.0,215.24,0.0,48.59,0,10.53,204.71,0.0,0,0.0,4,4,0,0,0,0,508.48,
12273,1,2,1,125.08,0.0,125.08,186,1.487,155,18,18,141,0.0968,2,2,1,12.95,2,0,6.57,6.57,0,0,0,0,12.81,37.77,0,0.0,0.0,0.0,64.11,6.84,3.82,35.1,0.0,64.11,6.84,0.0,3.82,35.1,0.0,9.11,6.11,235,324,0,0,0.0,0.0,4.21,13.42,0.0,0,4.21,0.0,0.0,0,0.0,0,0,0,1,3,3,396.49,1.0
12273,2,2,0,144.46,19.38,17.63,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,3.77,3.77,0,0.0,17.63,0.0,0.0,0.0,13.42,0.0,0.0,0.0,0.0,0.0,13.42,0.0,4.21,0.0,0.0,58,278,0,0,0.0,2.3,247.93,0.0,0.0,0,9.75,238.19,0.0,2,0.008,1,0,0,1,3,3,396.49,
12274,1,5,1,97.1,0.0,97.1,28,0.2884,23,5,5,18,0.1786,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,16.14,57.44,0,0.0,0.0,0.0,9.13,0.0,18.32,53.07,0.0,9.13,0.0,0.0,18.32,53.07,0.0,0.0,16.58,86,301,0,0,22.77,10.95,34.42,3.7,0.0,0,13.13,6.54,14.75,64,0.8909,2,2,1,0,0,0,354.97,0.0
12274,2,5,0,170.72,73.62,71.84,64,0.8909,62,2,2,60,0.0312,2,2,1,21.81,1,0,7.53,7.53,0,0,0,0,12.41,43.42,0,0.0,13.13,13.13,22.77,10.95,3.7,0.0,0.0,22.77,10.95,0.0,3.7,0.0,13.13,6.54,14.75,26,320,0,0,0.0,0.0,11.37,3.99,0.0,0,11.37,0.0,0.0,0,0.0,0,0,0,0,0,0,354.97,1.0
12274,3,5,0,187.52,16.8,15.36,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,10.59,10.59,0,0.0,15.36,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,3.99,0.0,11.37,0.0,0.0,21,424,0,0,0.0,31.95,28.32,1.43,2.28,0,6.67,21.65,0.0,59,0.9222,2,2,1,0,0,0,354.97,0.0
12274,4,5,0,253.26,65.74,63.97,59,0.9222,40,17,17,23,0.2881,2,2,1,18.64,1,0,9.85,9.85,0,0,0,0,7.78,31.79,0,0.0,6.67,6.67,0.0,34.23,1.43,0.0,2.28,0.0,31.95,2.28,1.43,0.0,6.67,21.65,0.0,14,341,0,0,0.0,8.28,35.67,1.51,0.0,0,20.01,15.66,0.0,4,0.088,2,2,1,0,0,0,354.97,0.0
12274,5,5,0,300.3,47.04,45.47,4,0.088,3,1,1,2,0.25,2,2,1,11.29,1,0,7.25,7.25,0,0,0,0,19.86,34.74,0,0.0,20.01,20.01,0.0,8.28,1.51,0.0,0.0,0.0,8.28,0.0,1.51,0.0,20.01,15.66,0.0,14,383,0,0,0.0,0.0,53.19,0.0,0.0,0,53.19,0.0,0.0,0,0.0,0,0,0,0,0,0,354.97,
12275,1,3,1,229.52,0.0,229.52,208,0.9063,162,42,42,120,0.2019,5,5,1,16.56,5,0,13.18,21.47,0,0,0,0,14.39,123.64,0,0.0,0.0,0.0,59.27,51.61,19.7,44.77,19.85,59.27,31.76,19.85,19.7,44.77,12.36,23.04,18.78,24,201,0,0,0.0,11.07,17.94,4.31,0.0,0,10.48,7.46,0.0,28,0.8403,2,2,1,0,0,0,373.1,0.0
12275,2,3,0,264.16,34.64,33.32,28,0.8403,20,8,8,12,0.2857,2,2,1,20.63,1,0,9.55,9.55,0,0,0,0,8.53,15.28,0,0.0,0.92,10.48,0.0,11.07,4.31,0.0,0.0,0.0,11.07,0.0,4.31,0.0,10.48,7.46,0.0,18,161,0,0,0.0,0.0,11.17,0.94,0.0,0,11.17,0.0,0.0,0,0.0,0,0,0,0,0,0,373.1,1.0
12275,3,3,0,277.56,13.4,12.11,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,10.75,10.75,0,0.0,12.11,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.94,0.0,11.17,0.0,0.0,7,210,0,0,0.0,22.27,71.66,0.0,0.0,0,8.18,63.48,0.0,56,0.5962,1,1,0,0,0,0,373.1,
12279,1,3,1,79.06,0.0,79.06,36,0.4553,26,10,10,16,0.2778,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,8.02,33.44,2,8.02,0.0,0.0,14.59,0.0,22.5,24.6,0.0,14.59,0.0,0.0,22.5,24.6,0.0,0.0,17.36,42,293,0,0,49.19,15.79,78.25,10.17,0.0,0,4.45,31.71,42.09,173,1.1278,4,4,4,1,3,3,318.96,0.0
12279,2,3,0,234.14,155.08,153.4,173,1.1278,155,15,15,140,0.0867,4,4,1,25.83,4,0,12.11,12.56,0,0,0,0,13.87,68.05,0,0.0,4.45,4.45,49.19,15.79,10.17,0.0,0.0,49.19,15.79,0.0,10.17,0.0,4.45,31.71,42.09,232,319,0,0,0.0,1.81,14.68,3.12,0.0,0,7.76,6.93,0.0,4,0.2039,1,0,0,1,3,3,318.96,0.0
12279,3,3,0,255.17,21.03,19.62,4,0.2039,4,0,0,4,0.0,1,0,0,0.0,0,0,0.0,0.0,0,0,0,0,7.38,7.38,0,0.0,7.76,7.76,0.0,1.81,3.12,0.0,0.0,0.0,1.81,0.0,3.12,0.0,7.76,6.93,0.0,23,290,3,3,4.16,5.54,51.03,0.0,1.87,0,14.34,36.69,0.0,24,0.3833,2,1,1,1,3,3,318.96,
12282,1,4,1,135.57,0.0,135.57,76,0.5606,67,9,9,58,0.1184,4,4,1,17.22,3,0,10.9,28.17,0,0,0,0,24.34,88.58,0,0.0,0.0,0.0,15.77,24.38,5.77,29.04,12.79,15.77,11.59,12.79,5.77,29.04,0.0,27.28,33.33,10,269,0,0,0.0,0.0,15.83,12.51,0.0,0,15.83,0.0,0.0,0,0.0,0,0,0,0,0,0,309.47,1.0
12282,2,4,0,165.33,29.75,28.35,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,15.83,19.31,0,0.0,28.35,0.0,0.0,0.0,12.51,0.0,0.0,0.0,0.0,0.0,12.51,0.0,15.83,0.0,0.0,42,382,0,0,0.0,4.88,38.73,4.76,0.0,0,16.24,22.49,0.0,11,0.2274,1,1,0,0,0,0,309.47,0.0
12282,3,4,0,215.76,50.44,48.38,11,0.2274,10,1,1,9,0.0909,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,15.24,33.89,0,0.0,16.24,16.24,0.0,4.88,4.76,0.0,0.0,0.0,4.88,0.0,4.76,0.0,16.24,22.49,0.0,13,373,0,0,0.0,2.12,41.47,5.35,0.0,0,20.07,21.4,0.0,8,0.1635,1,1,1,0,0,0,309.47,0.0
12282,4,4,0,265.99,50.23,48.93,8,0.1635,5,0,0,5,0.0,1,1,1,0.0,1,0,19.02,19.02,0,0,0,0,18.36,37.38,0,0.0,18.53,18.53,0.0,2.12,5.35,0.0,0.0,0.0,2.12,0.0,5.35,0.0,20.07,21.4,0.0,24,874,0,0,0.0,19.14,18.23,0.0,0.0,0,18.23,0.0,0.0,29,0.776,0,0,0,0,0,0,309.47,
12286,1,1,1,147.9,0.0,147.9,125,0.8451,78,46,46,32,0.368,2,2,1,20.8,1,0,5.94,5.94,0,0,0,0,28.12,71.55,2,2.98,0.0,0.0,44.57,14.84,8.8,30.84,0.0,44.57,14.84,0.0,8.8,30.84,0.0,14.76,34.08,39,302,0,0,0.0,77.52,159.36,0.0,0.0,0,11.44,147.91,0.0,196,0.8274,3,3,3,0,0,0,387.87,
12288,1,3,1,205.41,0.0,205.41,152,0.74,139,12,12,127,0.0789,4,4,1,13.94,2,0,12.36,4.73,0,0,0,0,27.63,122.82,6,27.1,0.0,0.0,61.92,33.94,4.52,44.21,29.25,61.92,4.69,29.25,4.52,44.21,0.0,4.98,55.84,30,339,0,0,0.0,5.62,25.14,9.47,0.0,0,9.96,15.18,0.0,3,0.0746,3,3,2,0,0,0,334.64,0.0
12288,2,3,0,247.23,41.82,40.23,3,0.0746,0,0,0,0,0.0,3,3,1,6.03,2,0,5.65,10.75,0,0,0,0,8.53,21.33,2,1.42,9.96,9.96,0.0,5.62,9.47,0.0,0.0,0.0,5.62,0.0,9.47,0.0,9.96,15.18,0.0,51,328,0,0,0.0,0.0,21.27,3.39,0.0,0,21.27,0.0,0.0,0,0.0,0,0,0,0,0,0,334.64,1.0
12288,3,3,0,273.85,26.62,24.66,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,13.1,21.14,0,0.0,24.66,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,3.39,0.0,21.27,0.0,0.0,18,455,0,0,0.0,14.07,44.43,0.0,0.0,0,8.43,36.0,0.0,26,0.4445,2,2,1,0,0,0,334.64,
12289,1,3,1,235.01,0.0,235.01,178,0.7574,156,17,17,139,0.0955,3,3,1,12.21,2,0,8.7,8.7,0,0,0,0,36.58,119.95,1,0.0,0.0,0.0,87.51,7.0,9.47,71.5,0.0,87.51,7.0,0.0,9.47,71.5,0.0,37.63,21.91,33,98,0,0,0.0,0.0,22.81,0.62,0.0,0,22.81,0.0,0.0,0,0.0,0,0,0,1,3,3,283.56,1.0
12289,2,3,0,259.27,24.26,23.43,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,22.33,22.33,0,0.0,23.43,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.62,0.0,22.81,0.0,0.0,3,214,0,0,0.0,2.87,8.65,2.08,2.23,0,8.65,0.0,0.0,3,0.1895,1,0,0,1,3,3,283.56,0.0
12289,3,3,0,276.6,17.33,15.83,3,0.1895,2,1,1,1,0.3333,1,0,0,0.0,0,0,0.0,0.0,0,0,0,0,6.44,6.44,0,0.0,8.65,8.65,0.0,5.1,2.08,0.0,2.23,0.0,2.87,2.23,2.08,0.0,8.65,0.0,0.0,6,191,3,3,0.0,0.0,5.79,0.0,0.0,0,5.79,0.0,0.0,0,0.0,0,0,0,1,3,3,283.56,
12291,1,1,1,100.79,0.0,100.79,112,1.1112,81,31,31,50,0.2768,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,10.72,61.71,0,0.0,0.0,0.0,34.61,0.0,5.47,33.55,0.0,34.61,0.0,0.0,5.47,33.55,0.0,0.0,27.16,16,139,0,0,0.0,8.62,636.92,0.0,0.0,0,9.58,627.34,0.0,14,0.0217,0,0,0,0,0,0,747.37,
12292,1,5,1,85.33,0.0,85.33,0,0.0,0,0,0,0,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0,27.19,61.27,2,27.19,0.0,0.0,0.0,0.0,6.97,78.35,0.0,0.0,0.0,0.0,6.97,78.35,0.0,0.0,0.0,32,205,0,0,0.0,20.82,18.75,14.28,0.0,0,6.34,12.42,0.0,28,0.52,0,0,0,0,0,0,464.38,0.0
12292,2,5,0,140.38,55.06,53.85,28,0.52,28,0,0,28,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,12.42,27.56,0,0.0,6.34,6.34,0.0,20.82,14.28,0.0,0.0,0.0,20.82,0.0,14.28,0.0,6.34,12.42,0.0,40,293,0,0,0.0,7.39,6.69,14.26,0.0,0,6.69,0.0,0.0,10,0.3529,0,0,0,0,0,0,464.38,0.0
12292,3,5,0,170.72,30.34,28.34,10,0.3529,8,2,2,6,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,5.61,10.13,0,0.0,6.69,6.69,0.0,7.39,14.26,0.0,0.0,0.0,7.39,0.0,14.26,0.0,6.69,0.0,0.0,42,318,0,0,0.0,19.67,16.26,14.61,0.0,0,8.52,7.74,0.0,25,0.4946,2,2,2,0,0,0,464.38,0.0
12292,4,5,0,222.68,51.96,50.55,25,0.4946,15,9,9,6,0.36,2,2,1,6.02,2,0,3.85,3.85,0,0,0,0,6.29,11.96,0,0.0,8.52,8.52,0.0,19.67,14.61,0.0,0.0,0.0,19.67,0.0,14.61,0.0,8.52,7.74,0.0,18,317,0,0,0.0,0.0,11.54,7.02,0.0,0,11.54,0.0,0.0,0,0.0,0,0,0,0,0,0,464.38,1.0
12292,5,5,0,243.62,20.94,18.56,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,11.37,11.37,0,0.0,18.56,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,7.02,0.0,11.54,0.0,0.0,17,530,0,0,0.0,10.4,206.18,0.0,1.94,0,4.77,201.41,0.0,29,0.1327,3,3,1,0,0,0,464.38,
